食材番号,食材名,エネルギー,タンパク質,脂質,炭水化物,食塩相当量
07144,ライチー　生,61.0,1.0,0.1,16.4,0
07146,ラズベリー　生,36.0,1.1,0.1,10.2,0
07147,りゅうがん　乾,310.0,5.1,0.4,72.9,0
07148,りんご　皮なし　生,53.0,0.1,0.2,15.5,0
07176,りんご　皮つき　生,56.0,0.2,0.3,16.2,0
07180,りんご　皮つき　焼き,86.0,0.2,0.4,21.9,0
07149,りんご　果実飲料　ストレートジュース,43.0,0.2,0.1,11.8,0
07150,りんご　果実飲料　濃縮還元ジュース,47.0,0.1,0.2,11.4,0
07151,りんご　果実飲料　50%果汁入り飲料,46.0,0.1,0,11.5,0
07152,りんご　果実飲料　30%果汁入り飲料,46.0,0,0,11.4,0
07153,りんご　缶詰,81.0,0.3,0.1,20.1,0
07154,りんご　ジャム,203.0,0.2,0.1,52.7,0
08001,えのきたけ　生,34.0,2.7,0.2,7.6,0
08002,えのきたけ　ゆで,34.0,2.8,0.1,7.8,0
08037,えのきたけ　油いため,71.0,3.0,3.9,8.8,0
08003,えのきたけ　味付け瓶詰,76.0,3.6,0.3,16.9,4.3
08054,（きくらげ類）　あらげきくらげ　生,14.0,0.7,0.1,5.4,0
08004,（きくらげ類）　あらげきくらげ　乾,184.0,6.9,0.7,77.0,0.1
08005,（きくらげ類）　あらげきくらげ　ゆで,38.0,1.2,0.1,16.1,0
08038,（きくらげ類）　あらげきくらげ　油いため,110.0,2.3,5.2,27.8,0
08006,（きくらげ類）　きくらげ　乾,216.0,7.9,2.1,71.1,0.1
08007,（きくらげ類）　きくらげ　ゆで,14.0,0.6,0.2,5.2,0
08008,（きくらげ類）　しろきくらげ　乾,170.0,4.9,0.7,74.5,0.1
08009,（きくらげ類）　しろきくらげ　ゆで,15.0,0.4,0,6.7,0
08010,くろあわびたけ　生,28.0,3.7,0.4,4.9,0
08039,しいたけ　生しいたけ　菌床栽培　生,25.0,3.1,0.3,6.4,0
08040,しいたけ　生しいたけ　菌床栽培　ゆで,22.0,2.5,0.4,5.1,0
08041,しいたけ　生しいたけ　菌床栽培　油いため,65.0,3.3,4.1,7.3,0
08057,しいたけ　生しいたけ　菌床栽培　天ぷら,201.0,3.4,14.0,17.8,0.1
08042,しいたけ　生しいたけ　原木栽培　生,34.0,3.1,0.4,7.6,0
08043,しいたけ　生しいたけ　原木栽培　ゆで,27.0,2.4,0.4,5.9,0
08044,しいたけ　生しいたけ　原木栽培　油いため,84.0,3.8,5.4,8.8,0
08013,しいたけ　乾しいたけ　乾,258.0,21.2,2.8,62.5,0
08014,しいたけ　乾しいたけ　ゆで,40.0,3.1,0.3,9.9,0
08053,しいたけ　乾しいたけ　甘煮,116.0,3.3,0.4,28.9,2.6
08015,（しめじ類）　はたけしめじ　生,25.0,2.6,0.3,4.5,0
08045,（しめじ類）　はたけしめじ　ゆで,25.0,2.6,0.3,5.1,0
08016,（しめじ類）　ぶなしめじ　生,26.0,2.7,0.5,4.8,0
08017,（しめじ類）　ぶなしめじ　ゆで,22.0,2.7,0.2,5.2,0
08046,（しめじ類）　ぶなしめじ　油いため,65.0,3.0,5.5,4.8,0
08055,（しめじ類）　ぶなしめじ　素揚げ,168.0,3.9,14.3,10.1,0
08056,（しめじ類）　ぶなしめじ　天ぷら,248.0,3.4,17.1,23.2,0.1
08018,（しめじ類）　ほんしめじ　生,21.0,2.5,0.4,2.8,0
08047,（しめじ類）　ほんしめじ　ゆで,26.0,2.8,0.6,4.1,0
08019,たもぎたけ　生,23.0,3.6,0.3,3.7,0
08020,なめこ　株採り　生,21.0,1.8,0.2,5.4,0
08021,なめこ　株採り　ゆで,22.0,1.6,0.1,5.1,0
08058,なめこ　カットなめこ　生,14.0,1.1,0.1,3.6,0
08022,なめこ　水煮缶詰,13.0,1.0,0.1,3.2,0
08023,ぬめりすぎたけ　生,23.0,2.3,0.4,4.1,0
08024,（ひらたけ類）　うすひらたけ　生,37.0,6.1,0.2,4.8,0
08025,（ひらたけ類）　エリンギ　生,31.0,2.8,0.4,6.0,0
08048,（ひらたけ類）　エリンギ　ゆで,32.0,3.2,0.5,6.5,0
08049,（ひらたけ類）　エリンギ　焼き,41.0,4.2,0.5,9.1,0
08050,（ひらたけ類）　エリンギ　油いため,69.0,3.2,3.7,8.1,0
08026,（ひらたけ類）　ひらたけ　生,34.0,3.3,0.3,6.2,0
08027,（ひらたけ類）　ひらたけ　ゆで,33.0,3.4,0.2,6.6,0
08028,まいたけ　生,22.0,2.0,0.5,4.4,0
08029,まいたけ　ゆで,27.0,1.6,0.5,6.4,0
08051,まいたけ　油いため,67.0,2.6,4.4,6.8,0
08030,まいたけ　乾,273.0,21.9,3.9,59.9,0
08031,マッシュルーム　生,15.0,2.9,0.3,2.1,0
08032,マッシュルーム　ゆで,20.0,3.8,0.2,3.7,0
08052,マッシュルーム　油いため,57.0,3.6,4.5,4.5,0
08033,マッシュルーム　水煮缶詰,18.0,3.4,0.2,3.3,0.9
08034,まつたけ　生,32.0,2.0,0.6,8.2,0
08036,やなぎまつたけ　生,20.0,2.4,0.1,4.0,0
09001,あおさ　素干し,201.0,22.1,0.6,41.7,9.9
09002,あおのり　素干し,249.0,29.4,5.2,41.0,8.1
09003,あまのり　ほしのり,276.0,39.4,3.7,38.7,1.5
09004,あまのり　焼きのり,297.0,41.4,3.7,44.3,1.3
09005,あまのり　味付けのり,301.0,40.0,3.5,41.8,4.3
09006,あらめ　蒸し干し,183.0,12.4,0.7,56.2,5.8
09007,いわのり　素干し,228.0,34.8,0.7,39.1,5.3
09012,うみぶどう　生,6.0,0.5,0.1,1.2,0.8
09008,えごのり　素干し,179.0,9.0,0.1,62.2,6.1
09009,えごのり　おきうと,7.0,0.3,0.1,2.5,0.1
09010,おごのり　塩蔵　塩抜き,26.0,1.3,0.1,8.8,0.3
09011,かわのり　素干し,247.0,38.1,1.6,41.7,0.2
09013,（こんぶ類）　えながおにこんぶ　素干し,224.0,11.0,1.0,55.7,6.1
09014,（こんぶ類）　がごめこんぶ　素干し,216.0,7.9,0.5,62.1,7.6
09015,（こんぶ類）　ながこんぶ　素干し,205.0,8.3,1.5,58.5,7.6
09016,（こんぶ類）　ほそめこんぶ　素干し,227.0,6.9,1.7,62.9,6.1
09017,（こんぶ類）　まこんぶ　素干し　乾,170.0,5.8,1.3,64.3,6.6
09056,（こんぶ類）　まこんぶ　素干し　水煮,28.0,1.1,0.3,11.6,0.9
09018,（こんぶ類）　みついしこんぶ　素干し,235.0,7.7,1.9,64.7,7.6
09019,（こんぶ類）　りしりこんぶ　素干し,211.0,8.0,2.0,56.5,6.9
09020,（こんぶ類）　刻み昆布,119.0,5.4,0.5,50.2,10.9
09021,（こんぶ類）　削り昆布,177.0,6.5,0.9,50.2,5.3
09022,（こんぶ類）　塩昆布,193.0,16.9,0.4,37.0,18.0
09023,（こんぶ類）　つくだ煮,150.0,6.0,1.0,33.3,7.4
09024,すいぜんじのり　素干し　水戻し,10.0,1.5,0,2.1,0
09025,てんぐさ　素干し,194.0,16.1,1.0,53.8,4.8
09026,てんぐさ　ところてん,2.0,0.2,0,0.6,0
09027,てんぐさ　角寒天,159.0,2.4,0.2,74.1,0.3
09028,てんぐさ　寒天,3.0,0,0,1.5,0
09049,てんぐさ　粉寒天,160.0,0.2,0.3,81.7,0.4
09029,とさかのり　赤とさか　塩蔵　塩抜き,19.0,1.5,0.1,5.1,0.7
09030,とさかのり　青とさか　塩蔵　塩抜き,17.0,0.9,0.2,4.9,0.8
09050,ひじき　ほしひじき　ステンレス釜　乾,180.0,9.2,3.2,58.4,4.7
09051,ひじき　ほしひじき　ステンレス釜　ゆで,11.0,0.7,0.3,3.4,0.1
09052,ひじき　ほしひじき　ステンレス釜　油いため,51.0,0.8,4.7,4.1,0.2
09053,ひじき　ほしひじき　鉄釜　乾,186.0,9.2,3.2,56.0,4.7
09054,ひじき　ほしひじき　鉄釜　ゆで,13.0,0.7,0.3,3.4,0.1
09055,ひじき　ほしひじき　鉄釜　油いため,54.0,0.8,4.7,4.1,0.2
09032,ひとえぐさ　素干し,172.0,16.6,1.0,46.3,11.4
09033,ひとえぐさ　つくだ煮,148.0,14.4,1.3,21.1,5.8
09034,ふのり　素干し,207.0,13.8,1.0,57.8,6.9
09035,まつも　素干し,252.0,27.9,4.9,40.8,3.3
09036,むかでのり　塩蔵　塩抜き,12.0,0.6,0.1,4.2,0.6
09037,（もずく類）　おきなわもずく　塩蔵　塩抜き,7.0,0.3,0.2,2.0,0.6
09038,（もずく類）　もずく　塩蔵　塩抜き,4.0,0.2,0.1,1.4,0.2
09039,わかめ　原藻　生,24.0,1.9,0.2,5.6,1.5
09040,わかめ　乾燥わかめ　素干し,164.0,13.6,1.6,41.3,16.8
09041,わかめ　乾燥わかめ　素干し　水戻し,22.0,2.0,0.3,5.9,0.7
09042,わかめ　乾燥わかめ　板わかめ,200.0,16.7,1.2,47.4,9.9
09043,わかめ　乾燥わかめ　灰干し　水戻し,9.0,1.1,0.1,2.2,0.1
09044,わかめ　カットわかめ　乾,186.0,17.9,4.0,42.1,23.5
09058,わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）,17.0,1.3,0.8,3.8,0.8
09059,わかめ　カットわかめ　水煮の汁,0.0,0,0,0.1,0.2
09045,わかめ　湯通し塩蔵わかめ　塩抜き　生,16.0,1.5,0.3,3.4,1.4
09057,わかめ　湯通し塩蔵わかめ　塩抜き　ゆで,7.0,0.6,0.1,1.4,0.3
09046,わかめ　くきわかめ　湯通し塩蔵　塩抜き,18.0,1.1,0.3,5.5,7.9
09047,わかめ　めかぶわかめ　生,14.0,0.9,0.6,3.4,0.4
10001,＜魚類＞　あいなめ　生,105.0,19.1,3.4,0.1,0.4
10002,＜魚類＞　あこうだい　生,86.0,16.8,2.3,0.1,0.2
10003,＜魚類＞　（あじ類）　まあじ　皮つき　生,112.0,19.7,4.5,0.1,0.3
10389,＜魚類＞　（あじ類）　まあじ　皮なし　生,108.0,19.7,4.1,0.2,0.3
10004,＜魚類＞　（あじ類）　まあじ　皮つき　水煮,136.0,22.4,5.9,0.1,0.3
10005,＜魚類＞　（あじ類）　まあじ　皮つき　焼き,157.0,25.9,6.4,0.1,0.4
10390,＜魚類＞　（あじ類）　まあじ　皮つき　フライ,270.0,20.1,18.2,7.9,0.4
10006,＜魚類＞　（あじ類）　まあじ　開き干し　生,150.0,20.2,8.8,0.1,1.7
10007,＜魚類＞　（あじ類）　まあじ　開き干し　焼き,194.0,24.6,12.3,0.1,2.0
10391,＜魚類＞　（あじ類）　まあじ　小型　骨付き　生,114.0,17.8,5.0,0.1,0.3
10392,＜魚類＞　（あじ類）　まあじ　小型　骨付き　から揚げ,268.0,24.0,18.6,3.5,0.3
10393,＜魚類＞　（あじ類）　まるあじ　生,133.0,22.1,5.6,0.2,0.2
10394,＜魚類＞　（あじ類）　まるあじ　焼き,175.0,28.7,7.7,0.2,0.2
10008,＜魚類＞　（あじ類）　にしまあじ　生,156.0,19.6,9.1,0.1,0.4
10009,＜魚類＞　（あじ類）　にしまあじ　水煮,160.0,21.7,8.8,0.1,0.5
10010,＜魚類＞　（あじ類）　にしまあじ　焼き,186.0,24.7,10.4,0.1,0.6
10011,＜魚類＞　（あじ類）　むろあじ　生,147.0,23.6,6.9,0.4,0.1
10012,＜魚類＞　（あじ類）　むろあじ　焼き,167.0,29.7,6.2,0.6,0.2
10013,＜魚類＞　（あじ類）　むろあじ　開き干し,140.0,22.9,6.2,0.1,2.1
10014,＜魚類＞　（あじ類）　むろあじ　くさや,223.0,49.9,3.0,0.3,4.1
10015,＜魚類＞　あなご　生,146.0,17.3,9.3,0,0.4
10016,＜魚類＞　あなご　蒸し,173.0,17.6,12.7,0,0.3
10017,＜魚類＞　あまご　養殖　生,102.0,18.3,3.6,0.1,0.1
10018,＜魚類＞　あまだい　生,102.0,18.8,3.6,0,0.2
10019,＜魚類＞　あまだい　水煮,113.0,20.7,4.0,0,0.2
10020,＜魚類＞　あまだい　焼き,110.0,22.5,2.6,0,0.3
10021,＜魚類＞　あゆ　天然　生,93.0,18.3,2.4,0.1,0.2
10022,＜魚類＞　あゆ　天然　焼き,149.0,26.6,6.8,0.1,0.3
10023,＜魚類＞　あゆ　天然　内臓　生,180.0,9.5,17.5,0.3,0.2
10024,＜魚類＞　あゆ　天然　内臓　焼き,161.0,23.0,10.1,0.4,0.4
10025,＜魚類＞　あゆ　養殖　生,138.0,17.8,7.9,0.6,0.1
10026,＜魚類＞　あゆ　養殖　焼き,202.0,22.6,15.1,0.8,0.2
10027,＜魚類＞　あゆ　養殖　内臓　生,485.0,7.4,55.0,0.3,0.2
10028,＜魚類＞　あゆ　養殖　内臓　焼き,500.0,15.2,52.3,0.4,0.3
10029,＜魚類＞　あゆ　うるか,157.0,11.4,13.1,1.8,13.0
10030,＜魚類＞　アラスカめぬけ　生,96.0,17.2,3.4,0.1,0.2
10031,＜魚類＞　あんこう　生,54.0,13.0,0.2,0.3,0.3
10032,＜魚類＞　あんこう　きも　生,401.0,10.0,41.9,2.2,0.3
10033,＜魚類＞　いかなご　生,111.0,17.2,5.5,0.1,0.5
10034,＜魚類＞　いかなご　煮干し,218.0,43.1,6.1,1.5,7.1
10035,＜魚類＞　いかなご　つくだ煮,271.0,29.4,4.6,30.7,5.6
10036,＜魚類＞　いかなご　あめ煮,268.0,25.6,3.7,35.8,4.3
10037,＜魚類＞　いさき　生,116.0,17.2,5.7,0.1,0.4
10038,＜魚類＞　いしだい　生,138.0,19.5,7.8,0,0.1
10039,＜魚類＞　いとよりだい　生,85.0,18.1,1.7,0.1,0.2
10040,＜魚類＞　いとよりだい　すり身,90.0,16.7,0.4,5.1,0.7
10041,＜魚類＞　いぼだい　生,132.0,16.4,8.5,0,0.5
10042,＜魚類＞　（いわし類）　うるめいわし　生,124.0,21.3,4.8,0.3,0.2
10043,＜魚類＞　（いわし類）　うるめいわし　丸干し,219.0,45.0,5.1,0.3,5.8
10044,＜魚類＞　（いわし類）　かたくちいわし　生,171.0,18.2,12.1,0.3,0.2
10045,＜魚類＞　（いわし類）　かたくちいわし　煮干し,298.0,64.5,6.2,0.3,4.3
10046,＜魚類＞　（いわし類）　かたくちいわし　田作り,304.0,66.6,5.7,0.3,1.8
10047,＜魚類＞　（いわし類）　まいわし　生,156.0,19.2,9.2,0.2,0.2
10048,＜魚類＞　（いわし類）　まいわし　水煮,182.0,22.4,8.7,0.2,0.2
10049,＜魚類＞　（いわし類）　まいわし　焼き,199.0,25.3,9.4,0.2,0.3
10395,＜魚類＞　（いわし類）　まいわし　フライ,384.0,20.0,30.3,10.7,0.4
10050,＜魚類＞　（いわし類）　まいわし　塩いわし,143.0,16.8,9.6,0.4,6.1
10051,＜魚類＞　（いわし類）　まいわし　生干し,217.0,20.6,16.0,1.1,1.8
10052,＜魚類＞　（いわし類）　まいわし　丸干し,177.0,32.8,5.5,0.7,3.8
10053,＜魚類＞　（いわし類）　めざし　生,206.0,18.2,18.9,0.5,2.8
10054,＜魚類＞　（いわし類）　めざし　焼き,200.0,23.7,15.0,0.7,3.6
10396,＜魚類＞　（いわし類）　しらす　生,67.0,15.0,1.3,0.1,1.0
10445,＜魚類＞　（いわし類）　しらす　釜揚げしらす,84.0,17.6,1.7,0,2.1
10055,＜魚類＞　（いわし類）　しらす干し　微乾燥品,113.0,24.5,2.1,0.1,4.2
10056,＜魚類＞　（いわし類）　しらす干し　半乾燥品,187.0,40.5,3.5,0.5,6.6
10057,＜魚類＞　（いわし類）　たたみいわし,348.0,75.1,5.6,0.7,2.2
10058,＜魚類＞　（いわし類）　みりん干し　かたくちいわし,330.0,44.3,7.0,25.0,2.8
10059,＜魚類＞　（いわし類）　みりん干し　まいわし,314.0,31.4,15.7,16.3,1.7
10060,＜魚類＞　（いわし類）　缶詰　水煮,168.0,20.7,10.6,0.1,0.8
10061,＜魚類＞　（いわし類）　缶詰　味付け,203.0,20.4,11.9,5.7,1.4
10062,＜魚類＞　（いわし類）　缶詰　トマト漬,167.0,17.5,10.8,1.3,0.7
10063,＜魚類＞　（いわし類）　缶詰　油漬,351.0,20.3,30.7,0.3,0.8
10064,＜魚類＞　（いわし類）　缶詰　かば焼,234.0,16.2,15.6,9.3,1.5
10397,＜魚類＞　（いわし類）　缶詰　アンチョビ,157.0,24.2,6.8,0.1,13.1
10065,＜魚類＞　いわな　養殖　生,101.0,19.0,3.6,0.1,0.1
10066,＜魚類＞　うぐい　生,93.0,20.1,1.5,0.2,0.2
10067,＜魚類＞　うなぎ　養殖　生,228.0,17.1,19.3,0.3,0.2
10068,＜魚類＞　うなぎ　きも　生,102.0,13.0,5.3,3.5,0.4
10069,＜魚類＞　うなぎ　白焼き,300.0,20.7,25.8,0.1,0.3
10070,＜魚類＞　うなぎ　かば焼,285.0,23.0,21.0,3.1,1.3
10071,＜魚類＞　うまづらはぎ　生,75.0,18.2,0.3,0,0.5
10072,＜魚類＞　うまづらはぎ　味付け開き干し,289.0,58.9,1.6,10.4,6.1
10073,＜魚類＞　えい　生,79.0,19.1,0.3,0.1,0.7
10074,＜魚類＞　えそ　生,87.0,20.1,0.8,0.1,0.3
10075,＜魚類＞　おいかわ　生,124.0,19.2,5.8,0.1,0.1
10076,＜魚類＞　おおさが　生,131.0,16.3,8.0,0.1,0.2
10077,＜魚類＞　おこぜ　生,81.0,19.6,0.2,0.2,0.2
10078,＜魚類＞　おひょう　生,93.0,19.9,1.7,0.1,0.2
10079,＜魚類＞　かさご　生,83.0,19.3,1.1,0.1,0.3
10080,＜魚類＞　かじか　生,98.0,15.0,5.0,0.2,0.3
10081,＜魚類＞　かじか　水煮,108.0,15.8,5.8,0.2,0.2
10082,＜魚類＞　かじか　つくだ煮,293.0,29.4,5.5,33.8,4.3
10083,＜魚類＞　（かじき類）　くろかじき　生,93.0,22.9,0.2,0.1,0.2
10084,＜魚類＞　（かじき類）　まかじき　生,107.0,23.1,1.8,0.1,0.2
10085,＜魚類＞　（かじき類）　めかじき　生,139.0,19.2,7.6,0.1,0.2
10398,＜魚類＞　（かじき類）　めかじき　焼き,202.0,27.5,11.1,0,0.3
10086,＜魚類＞　（かつお類）　かつお　春獲り　生,108.0,25.8,0.5,0.1,0.1
10087,＜魚類＞　（かつお類）　かつお　秋獲り　生,150.0,25.0,6.2,0.2,0.1
10088,＜魚類＞　（かつお類）　そうだがつお　生,126.0,25.7,2.8,0.3,0.2
10089,＜魚類＞　（かつお類）　加工品　なまり,126.0,29.8,0.7,0.4,0.3
10090,＜魚類＞　（かつお類）　加工品　なまり節,162.0,38.0,1.1,0.5,0.2
10446,＜魚類＞　（かつお類）　加工品　裸節,309.0,71.6,3.3,0.2,0.8
10091,＜魚類＞　（かつお類）　加工品　かつお節,332.0,77.1,2.9,0.8,0.3
10092,＜魚類＞　（かつお類）　加工品　削り節,327.0,75.7,3.2,0.4,1.2
10093,＜魚類＞　（かつお類）　加工品　削り節つくだ煮,233.0,19.5,3.3,32.3,7.9
10094,＜魚類＞　（かつお類）　加工品　角煮,221.0,31.0,1.6,21.4,3.8
10095,＜魚類＞　（かつお類）　加工品　塩辛,58.0,12.0,1.5,0,12.7
10096,＜魚類＞　（かつお類）　缶詰　味付け　フレーク,139.0,18.4,2.7,10.7,1.7
10097,＜魚類＞　（かつお類）　缶詰　油漬　フレーク,289.0,18.8,24.2,0.1,0.9
10098,＜魚類＞　かます　生,137.0,18.9,7.2,0.1,0.3
10099,＜魚類＞　かます　焼き,134.0,23.3,4.9,0.1,0.4
10100,＜魚類＞　（かれい類）　まがれい　生,89.0,19.6,1.3,0.1,0.3
10101,＜魚類＞　（かれい類）　まがれい　水煮,97.0,21.4,1.1,0.1,0.3
10102,＜魚類＞　（かれい類）　まがれい　焼き,104.0,23.4,1.3,0.1,0.3
10103,＜魚類＞　（かれい類）　まこがれい　生,86.0,18.0,1.8,0.1,0.3
10399,＜魚類＞　（かれい類）　まこがれい　焼き,138.0,28.5,2.8,0.2,0.5
10104,＜魚類＞　（かれい類）　子持ちがれい　生,123.0,19.9,6.2,0.1,0.2
10105,＜魚類＞　（かれい類）　子持ちがれい　水煮,137.0,22.3,7.2,0.1,0.2
10106,＜魚類＞　（かれい類）　干しかれい,104.0,20.2,3.4,0,1.1
10107,＜魚類＞　かわはぎ　生,77.0,18.8,0.4,0,0.3
10108,＜魚類＞　かんぱち　三枚おろし　生,119.0,21.0,4.2,0.1,0.2
10424,＜魚類＞　かんぱち　背側　生,95.0,22.2,1.2,0.1,0.1
10109,＜魚類＞　きす　生,73.0,18.5,0.2,0,0.3
10400,＜魚類＞　きす　天ぷら,234.0,18.4,15.2,7.8,0.3
10110,＜魚類＞　きちじ　生,238.0,13.6,21.7,0,0.2
10111,＜魚類＞　きびなご　生,85.0,18.8,1.4,0.1,0.4
10112,＜魚類＞　きびなご　調味干し,241.0,47.9,7.4,0.5,6.6
10113,＜魚類＞　キャビア　塩蔵品,242.0,26.2,17.1,1.1,4.1
10114,＜魚類＞　キングクリップ　生,73.0,18.2,0.1,0,0.4
10115,＜魚類＞　ぎんだら　生,210.0,13.6,18.6,0,0.2
10401,＜魚類＞　ぎんだら　水煮,253.0,14.9,23.8,0,0.2
10116,＜魚類＞　きんめだい　生,147.0,17.8,9.0,0.1,0.1
10117,＜魚類＞　ぐち　生,78.0,18.0,0.8,0,0.2
10118,＜魚類＞　ぐち　焼き,100.0,23.4,0.8,0,0.4
10119,＜魚類＞　こい　養殖　生,157.0,17.7,10.2,0.2,0.1
10120,＜魚類＞　こい　養殖　水煮,190.0,19.2,13.4,0.2,0.1
10121,＜魚類＞　こい　養殖　内臓　生,258.0,9.0,25.9,1.3,0.2
10122,＜魚類＞　（こち類）　まごち　生,94.0,22.5,0.5,0.2,0.3
10123,＜魚類＞　（こち類）　めごち　生,73.0,17.1,0.6,0.1,0.4
10124,＜魚類＞　このしろ　生,146.0,19.0,8.3,0.4,0.4
